Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,Total_Carbon_Footprint,Footprint_Category
overweight,male,vegetarian,daily,natural gas,private,diesel,sometimes,150,never,2880,medium,6,22,29,22,Yes,"['Plastic', 'Glass', 'Metal']",[],2282,Low
obese,female,pescatarian,less frequently,natural gas,private,petrol,often,220,very frequently,1669,medium,7,6,21,6,Sometimes,[],"['Stove', 'Microwave']",3675,High
obese,female,omnivore,less frequently,natural gas,private,lpg,never,188,frequently,9100,small,4,19,14,2,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4262,High
obese,female,vegan,more frequently,natural gas,private,hybrid,never,91,frequently,6039,small,1,19,37,15,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",2911,Medium
normal,female,pescatarian,more frequently,electricity,private,electric,sometimes,136,frequently,2230,small,5,9,16,19,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1223,Low
overweight,male,pescatarian,daily,electricity,private,lpg,often,251,very frequently,6425,small,2,24,41,20,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",4681,High
normal,female,vegan,more frequently,natural gas,private,lpg,often,261,frequently,2060,medium,5,1,34,23,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2407,Medium
overweight,female,omnivore,daily,coal,private,lpg,never,105,frequently,500,large,2,6,47,18,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",2290,Low
overweight,male,omnivore,less frequently,electricity,private,electric,sometimes,276,rarely,9592,large,5,14,30,13,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1794,Low
normal,female,omnivore,more frequently,electricity,private,hybrid,often,151,frequently,4923,medium,3,11,31,21,No,"['Plastic', 'Glass']",['Microwave'],2529,Medium
overweight,male,vegan,more frequently,coal,private,hybrid,never,289,frequently,8814,extra large,4,14,43,19,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",4064,High
normal,male,vegetarian,twice a day,wood,private,lpg,sometimes,254,frequently,1258,medium,3,19,18,22,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2198,Low
normal,female,vegetarian,less frequently,natural gas,private,lpg,sometimes,209,very frequently,9516,extra large,4,10,3,22,Sometimes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4730,High
obese,male,vegetarian,less frequently,wood,private,lpg,sometimes,220,very frequently,9532,small,3,10,16,3,Yes,"['Paper', 'Plastic', 'Glass']",['Microwave'],5345,High
underweight,male,vegetarian,less frequently,natural gas,private,hybrid,sometimes,103,frequently,2977,large,5,0,47,5,Yes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2814,Medium
normal,male,omnivore,daily,natural gas,private,diesel,often,125,very frequently,2747,large,6,16,18,22,Sometimes,[],['Stove'],3961,High
underweight,male,vegan,daily,electricity,private,electric,often,196,very frequently,627,extra large,2,1,45,9,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2342,Medium
obese,female,omnivore,less frequently,electricity,private,lpg,often,134,very frequently,3079,large,2,2,32,3,Yes,"['Glass', 'Metal']",['Oven'],3202,Medium
normal,male,omnivore,less frequently,coal,private,petrol,never,197,very frequently,5707,small,7,13,33,7,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",5075,High
overweight,male,pescatarian,daily,coal,private,lpg,often,291,never,8414,medium,6,20,11,14,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",4603,High
overweight,male,omnivore,twice a day,electricity,private,hybrid,sometimes,137,never,1520,large,4,5,49,15,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave']",2121,Low
overweight,female,vegetarian,twice a day,electricity,private,hybrid,never,217,frequently,7446,extra large,6,21,1,14,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",2853,Medium
underweight,female,pescatarian,twice a day,natural gas,private,lpg,never,70,very frequently,4938,small,1,7,31,4,No,[],[],3112,Medium
obese,female,vegan,more frequently,coal,private,lpg,sometimes,105,never,6003,extra large,2,21,32,11,Yes,"['Paper', 'Glass']","['Stove', 'Oven']",3325,Medium
obese,female,pescatarian,less frequently,electricity,private,electric,often,221,never,7934,extra large,3,7,47,24,No,['Plastic'],"['Stove', 'Oven', 'Microwave']",1939,Low
underweight,male,omnivore,more frequently,natural gas,private,petrol,often,55,never,2084,large,5,3,50,21,No,"['Paper', 'Metal']","['Stove', 'Oven']",2531,Medium
normal,male,vegan,twice a day,natural gas,private,hybrid,often,107,very frequently,1525,small,5,21,22,9,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2781,Medium
obese,female,pescatarian,less frequently,natural gas,private,diesel,never,180,rarely,4046,extra large,2,6,1,14,Yes,['Metal'],[],2124,Low
normal,male,vegetarian,less frequently,wood,private,lpg,often,146,never,3655,extra large,2,2,25,16,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2254,Low
underweight,male,omnivore,more frequently,wood,private,hybrid,sometimes,268,rarely,8315,medium,5,15,43,11,Sometimes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3448,High
normal,male,vegetarian,more frequently,wood,private,electric,never,211,never,1118,small,1,7,24,15,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1104,Low
overweight,male,vegetarian,more frequently,natural gas,private,electric,never,215,never,5487,extra large,4,15,11,1,Sometimes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",1579,Low
obese,female,vegetarian,twice a day,coal,private,hybrid,never,63,frequently,2881,medium,3,5,49,20,Yes,"['Plastic', 'Glass', 'Metal']",['Stove'],2766,Medium
underweight,female,omnivore,less frequently,wood,private,diesel,sometimes,167,rarely,1708,large,4,17,34,0,Sometimes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",1899,Low
normal,female,vegetarian,less frequently,coal,private,petrol,sometimes,173,rarely,6327,small,5,1,20,4,No,['Plastic'],[],3301,Medium
normal,female,vegetarian,less frequently,electricity,private,diesel,often,109,frequently,2679,small,5,4,46,2,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1924,Low
obese,female,omnivore,daily,coal,private,lpg,often,139,rarely,9661,large,2,5,35,5,No,['Paper'],['Stove'],4773,High
overweight,female,vegan,more frequently,coal,private,diesel,sometimes,193,frequently,2131,medium,1,22,37,24,No,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",2637,Medium
overweight,male,pescatarian,less frequently,wood,private,petrol,sometimes,91,frequently,3909,large,3,17,19,23,Yes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",4015,High
normal,female,pescatarian,less frequently,natural gas,private,hybrid,often,63,never,6305,extra large,3,0,41,19,Yes,"['Glass', 'Metal']",['Microwave'],2208,Low
obese,female,vegetarian,daily,electricity,private,hybrid,sometimes,287,very frequently,8163,small,4,1,18,18,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3663,High
overweight,female,pescatarian,less frequently,natural gas,private,electric,never,92,rarely,3938,medium,6,12,33,21,Yes,['Glass'],"['Grill', 'Airfryer']",1602,Low
obese,female,vegetarian,daily,electricity,private,petrol,often,294,never,6990,medium,5,21,3,24,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",3625,High
obese,female,vegetarian,twice a day,natural gas,private,electric,often,285,very frequently,3021,extra large,5,5,30,15,Yes,['Metal'],['Oven'],3589,High
obese,female,omnivore,less frequently,natural gas,private,lpg,never,281,never,1713,large,5,20,11,6,Sometimes,"['Paper', 'Glass']",['Stove'],2052,Low
overweight,female,pescatarian,twice a day,wood,private,electric,sometimes,82,very frequently,7961,medium,5,0,36,20,No,"['Plastic', 'Glass']",['Microwave'],2644,Medium
underweight,female,vegetarian,less frequently,natural gas,private,petrol,sometimes,139,never,7196,large,4,5,20,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2999,Medium
underweight,female,vegan,more frequently,wood,private,petrol,never,123,very frequently,9900,small,6,10,8,6,Sometimes,['Glass'],['Microwave'],4923,High
obese,male,vegan,twice a day,natural gas,private,lpg,never,249,never,5530,medium,6,7,2,5,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2886,Medium
obese,male,vegan,more frequently,wood,private,electric,sometimes,249,never,5613,large,6,10,46,22,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven']",2220,Low
obese,male,vegan,less frequently,electricity,private,electric,never,262,rarely,7894,large,3,11,44,12,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1637,Low
normal,female,omnivore,more frequently,wood,private,hybrid,never,184,very frequently,5069,large,2,22,45,24,Sometimes,['Plastic'],"['Oven', 'Microwave']",3348,Medium
normal,male,vegetarian,twice a day,wood,private,diesel,often,260,frequently,9714,small,3,20,39,23,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",4362,High
obese,female,pescatarian,twice a day,wood,private,petrol,sometimes,267,rarely,4768,large,1,21,16,20,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave']",3556,High
normal,female,vegetarian,twice a day,wood,private,lpg,never,206,rarely,9913,extra large,7,21,34,17,Sometimes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",4736,High
overweight,male,omnivore,less frequently,electricity,private,diesel,sometimes,175,frequently,9757,large,3,16,38,14,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",4747,High
underweight,male,omnivore,less frequently,electricity,private,diesel,never,62,frequently,3294,medium,5,20,26,14,Sometimes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2213,Low
underweight,male,omnivore,more frequently,electricity,private,electric,often,229,rarely,7379,medium,2,19,31,3,No,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1538,Low
obese,male,omnivore,more frequently,electricity,private,lpg,never,274,very frequently,8026,medium,6,13,15,14,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave']",5466,High
underweight,female,pescatarian,twice a day,electricity,private,hybrid,never,180,very frequently,7116,small,1,3,34,19,No,['Glass'],['Stove'],2858,Medium
overweight,male,vegetarian,twice a day,wood,private,electric,never,287,frequently,9565,large,7,9,22,17,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2318,Medium
underweight,female,vegan,more frequently,wood,private,lpg,never,279,rarely,9592,large,3,9,20,23,Yes,['Glass'],"['Stove', 'Grill', 'Airfryer']",3592,High
obese,female,pescatarian,more frequently,wood,private,lpg,sometimes,153,very frequently,7069,medium,2,17,14,19,Yes,['Metal'],"['Stove', 'Oven']",4605,High
overweight,female,vegetarian,less frequently,natural gas,private,lpg,sometimes,289,rarely,4472,large,2,22,47,1,Sometimes,"['Glass', 'Metal']",['Microwave'],2658,Medium
normal,male,vegetarian,twice a day,natural gas,private,petrol,sometimes,180,never,8102,extra large,1,11,33,22,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",4135,High
overweight,male,vegetarian,more frequently,electricity,private,electric,often,226,frequently,2921,medium,1,2,11,15,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1354,Low
overweight,male,pescatarian,more frequently,natural gas,private,petrol,often,142,rarely,692,small,1,17,41,7,Sometimes,[],"['Stove', 'Oven']",2201,Low
normal,female,omnivore,daily,electricity,private,lpg,sometimes,68,rarely,8228,small,1,10,26,20,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2824,Medium
obese,male,vegetarian,twice a day,coal,private,lpg,never,187,frequently,3682,medium,5,21,47,2,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3900,High
overweight,male,pescatarian,twice a day,coal,private,lpg,often,78,very frequently,8121,small,1,0,20,19,Yes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",5221,High
normal,male,vegetarian,daily,wood,private,lpg,never,263,very frequently,138,medium,5,4,26,6,No,[],[],2871,Medium
overweight,female,vegan,less frequently,electricity,private,hybrid,never,60,never,5624,extra large,6,4,9,9,Yes,[],[],2018,Low
underweight,female,pescatarian,more frequently,electricity,private,petrol,often,134,rarely,556,large,7,22,32,21,No,"['Glass', 'Metal']","['Stove', 'Microwave']",1813,Low
overweight,male,vegan,less frequently,wood,private,lpg,sometimes,212,very frequently,4476,medium,2,24,28,20,No,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",3901,High
underweight,female,vegan,daily,coal,private,lpg,sometimes,137,frequently,4406,small,5,8,27,5,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",2547,Medium
overweight,male,vegetarian,more frequently,coal,private,petrol,sometimes,138,very frequently,9883,medium,5,13,27,10,No,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",7531,High
overweight,female,vegetarian,more frequently,natural gas,private,lpg,sometimes,198,frequently,8422,medium,6,12,5,17,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",3636,High
underweight,male,pescatarian,less frequently,wood,private,diesel,often,210,never,9939,extra large,3,0,21,1,Yes,"['Paper', 'Plastic', 'Metal']",[],3549,High
underweight,male,omnivore,more frequently,coal,private,hybrid,often,152,never,8279,large,4,24,24,7,Yes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",3117,Medium
normal,male,vegetarian,twice a day,wood,private,petrol,often,67,frequently,9868,small,3,18,42,5,No,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",5634,High
obese,male,omnivore,daily,coal,private,hybrid,never,127,never,8554,extra large,3,10,36,22,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3694,High
overweight,female,omnivore,twice a day,coal,private,electric,often,156,frequently,9500,extra large,5,12,19,22,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2435,Medium
obese,female,vegan,more frequently,natural gas,private,diesel,sometimes,285,very frequently,3542,extra large,6,5,25,20,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave']",4117,High
underweight,male,vegetarian,more frequently,electricity,private,diesel,sometimes,210,very frequently,1883,large,3,3,36,15,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",3088,Medium
normal,male,omnivore,daily,wood,private,lpg,sometimes,204,frequently,8119,medium,3,10,46,21,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",4570,High
normal,male,omnivore,daily,electricity,private,electric,often,200,rarely,6674,extra large,2,15,13,0,Yes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1180,Low
normal,female,omnivore,daily,electricity,private,hybrid,sometimes,138,frequently,375,extra large,5,12,12,24,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1885,Low
underweight,female,vegetarian,daily,wood,private,petrol,never,132,rarely,498,extra large,2,1,45,7,No,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1570,Low
obese,male,vegetarian,twice a day,coal,private,lpg,never,91,never,437,medium,6,20,42,9,Yes,"['Paper', 'Metal']","['Grill', 'Airfryer']",2005,Low
underweight,female,pescatarian,twice a day,coal,private,diesel,often,251,never,5189,large,4,13,3,12,Sometimes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",2326,Medium
obese,female,vegetarian,twice a day,coal,private,lpg,often,126,frequently,8536,medium,6,4,0,4,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],4038,High
obese,female,vegan,daily,coal,private,petrol,never,178,rarely,1270,medium,3,6,9,19,Yes,['Metal'],"['Stove', 'Oven']",1789,Low
normal,female,pescatarian,daily,coal,private,lpg,often,115,rarely,2081,small,3,11,29,4,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1674,Low
obese,male,vegetarian,daily,wood,private,diesel,often,174,never,9616,small,3,0,28,20,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",4327,High
obese,male,vegan,more frequently,coal,private,diesel,often,252,very frequently,2845,medium,4,4,30,13,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",4522,High
underweight,female,vegetarian,less frequently,natural gas,private,diesel,sometimes,257,very frequently,427,small,6,19,11,9,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",1769,Low
normal,female,omnivore,twice a day,wood,private,hybrid,never,227,rarely,9681,small,2,13,46,4,Sometimes,"['Plastic', 'Glass']",['Stove'],2834,Medium
obese,female,omnivore,more frequently,coal,private,diesel,often,156,never,8152,large,3,20,16,18,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",3687,High
obese,male,vegetarian,twice a day,electricity,private,petrol,often,177,never,933,extra large,5,13,30,17,Sometimes,"['Paper', 'Plastic']",['Microwave'],2264,Low
underweight,male,vegan,more frequently,coal,private,diesel,sometimes,128,very frequently,2593,large,2,2,34,9,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",3338,Medium
normal,female,omnivore,less frequently,electricity,private,petrol,sometimes,237,frequently,8611,medium,2,7,50,3,Yes,['Paper'],"['Grill', 'Airfryer']",4757,High
underweight,female,pescatarian,twice a day,coal,private,lpg,never,63,frequently,5207,extra large,1,11,9,24,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2515,Medium
overweight,female,vegan,more frequently,electricity,private,hybrid,often,95,frequently,4080,small,7,11,23,16,Sometimes,"['Paper', 'Metal']",['Microwave'],2171,Low
normal,male,pescatarian,twice a day,natural gas,private,petrol,sometimes,175,never,9566,large,2,13,27,10,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",5033,High
obese,female,vegan,daily,natural gas,private,hybrid,sometimes,67,rarely,6729,medium,6,0,40,22,No,['Paper'],['Microwave'],2966,Medium
obese,female,pescatarian,more frequently,electricity,private,electric,sometimes,273,never,4922,extra large,2,13,3,1,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",798,Low
normal,male,vegetarian,more frequently,natural gas,private,diesel,often,239,frequently,3075,extra large,6,10,12,24,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3122,Medium
underweight,female,pescatarian,daily,natural gas,private,hybrid,sometimes,154,rarely,6692,large,5,14,24,17,Yes,[],"['Stove', 'Microwave']",2361,Medium
